# r numerical exact
0.386988 0.262803 0.262803
0.387044 0.262826 0.262826
0.387099 0.262849 0.262849
0.387154 0.262872 0.262872
0.38721 0.262895 0.262896
0.387265 0.262918 0.262919
0.38732 0.262941 0.262942
0.387376 0.262964 0.262965
0.387431 0.262987 0.262988
0.387487 0.26301 0.263011
0.387542 0.263033 0.263034
0.387597 0.263056 0.263057
0.387653 0.263079 0.26308
0.387708 0.263102 0.263103
0.387764 0.263125 0.263126
0.387819 0.263148 0.263149
0.387874 0.263171 0.263172
0.38793 0.263194 0.263195
0.387985 0.263217 0.263218
0.388041 0.26324 0.263241
0.388096 0.263263 0.263264
0.388152 0.263286 0.263287
0.388207 0.263309 0.26331
0.388262 0.263332 0.263333
0.388318 0.263355 0.263356
0.388373 0.263378 0.263379
0.388429 0.263401 0.263402
0.388484 0.263424 0.263425
0.38854 0.263447 0.263448
0.388595 0.26347 0.263471
0.38865 0.263493 0.263494
0.388706 0.263516 0.263517
0.388761 0.263539 0.26354
0.388817 0.263562 0.263563
0.388872 0.263585 0.263586
0.388928 0.263608 0.263609
0.388983 0.263631 0.263632
0.389039 0.263654 0.263655
0.389094 0.263677 0.263678
0.389149 0.2637 0.2637
0.389205 0.263723 0.263723
0.38926 0.263746 0.263746
0.389316 0.263769 0.263769
0.389371 0.263792 0.263792
0.389427 0.263814 0.263815
0.389482 0.263837 0.263838
0.389538 0.26386 0.263861
0.389593 0.263883 0.263884
0.389649 0.263906 0.263907
0.389704 0.263929 0.26393
0.38976 0.263952 0.263953
0.389815 0.263975 0.263976
0.389871 0.263998 0.263999
0.389926 0.264021 0.264022
0.389982 0.264044 0.264045
0.390037 0.264067 0.264067
0.390092 0.26409 0.26409
0.390148 0.264113 0.264113
0.390203 0.264135 0.264136
0.390259 0.264158 0.264159
0.390314 0.264181 0.264182
0.39037 0.264204 0.264205
0.390425 0.264227 0.264228
0.390481 0.26425 0.264251
0.390536 0.264273 0.264274
0.390592 0.264296 0.264296
0.390648 0.264319 0.264319
0.390703 0.264341 0.264342
0.390759 0.264364 0.264365
0.390814 0.264387 0.264388
0.39087 0.26441 0.264411
0.390925 0.264433 0.264434
0.390981 0.264456 0.264457
0.391036 0.264479 0.26448
0.391092 0.264502 0.264502
0.391147 0.264524 0.264525
0.391203 0.264547 0.264548
0.391258 0.26457 0.264571
0.391314 0.264593 0.264594
0.391369 0.264616 0.264617
0.391425 0.264639 0.26464
0.39148 0.264662 0.264662
0.391536 0.264684 0.264685
0.391591 0.264707 0.264708
0.391647 0.26473 0.264731
0.391703 0.264753 0.264754
0.391758 0.264776 0.264777
0.391814 0.264799 0.264799
0.391869 0.264821 0.264822
0.391925 0.264844 0.264845
0.39198 0.264867 0.264868
0.392036 0.26489 0.264891
0.392091 0.264913 0.264914
0.392147 0.264936 0.264936
0.392203 0.264958 0.264959
0.392258 0.264981 0.264982
0.392314 0.265004 0.265005
0.392369 0.265027 0.265028
0.392425 0.26505 0.26505
0.39248 0.265072 0.265073
0.392536 0.265095 0.265096
0.392592 0.265118 0.265119
0.392647 0.265141 0.265142
0.392703 0.265164 0.265164
0.392758 0.265186 0.265187
0.392814 0.265209 0.26521
0.39287 0.265232 0.265233
0.392925 0.265255 0.265256
0.392981 0.265278 0.265278
0.393036 0.2653 0.265301
0.393092 0.265323 0.265324
0.393148 0.265346 0.265347
0.393203 0.265369 0.26537
0.393259 0.265391 0.265392
0.393314 0.265414 0.265415
0.39337 0.265437 0.265438
0.393426 0.26546 0.265461
0.393481 0.265483 0.265483
0.393537 0.265505 0.265506
0.393592 0.265528 0.265529
0.393648 0.265551 0.265552
0.393704 0.265574 0.265574
0.393759 0.265596 0.265597
0.393815 0.265619 0.26562
0.393871 0.265642 0.265643
0.393926 0.265665 0.265665
0.393982 0.265687 0.265688
0.394037 0.26571 0.265711
0.394093 0.265733 0.265734
0.394149 0.265755 0.265756
0.394204 0.265778 0.265779
0.39426 0.265801 0.265802
0.394316 0.265824 0.265824
0.394371 0.265846 0.265847
0.394427 0.265869 0.26587
0.394483 0.265892 0.265893
0.394538 0.265915 0.265915
0.394594 0.265937 0.265938
0.39465 0.26596 0.265961
0.394705 0.265983 0.265983
0.394761 0.266005 0.266006
0.394817 0.266028 0.266029
0.394872 0.266051 0.266052
0.394928 0.266073 0.266074
0.394984 0.266096 0.266097
0.395039 0.266119 0.26612
0.395095 0.266141 0.266142
0.395151 0.266164 0.266165
0.395206 0.266187 0.266188
0.395262 0.26621 0.26621
0.395318 0.266232 0.266233
0.395373 0.266255 0.266256
0.395429 0.266278 0.266278
0.395485 0.2663 0.266301
0.39554 0.266323 0.266324
0.395596 0.266346 0.266346
0.395652 0.266368 0.266369
0.395707 0.266391 0.266392
0.395763 0.266414 0.266414
0.395819 0.266436 0.266437
0.395875 0.266459 0.26646
0.39593 0.266481 0.266482
0.395986 0.266504 0.266505
0.396042 0.266527 0.266528
0.396097 0.266549 0.26655
0.396153 0.266572 0.266573
0.396209 0.266595 0.266596
0.396265 0.266617 0.266618
0.39632 0.26664 0.266641
0.396376 0.266663 0.266663
0.396432 0.266685 0.266686
0.396487 0.266708 0.266709
0.396543 0.26673 0.266731
0.396599 0.266753 0.266754
0.396655 0.266776 0.266777
0.39671 0.266798 0.266799
0.396766 0.266821 0.266822
0.396822 0.266844 0.266844
0.396878 0.266866 0.266867
0.396933 0.266889 0.26689
0.396989 0.266911 0.266912
0.397045 0.266934 0.266935
0.3971 0.266957 0.266957
0.397156 0.266979 0.26698
0.397212 0.267002 0.267003
0.397268 0.267024 0.267025
0.397324 0.267047 0.267048
0.397379 0.267069 0.26707
0.397435 0.267092 0.267093
0.397491 0.267115 0.267115
0.397547 0.267137 0.267138
0.397602 0.26716 0.267161
0.397658 0.267182 0.267183
0.397714 0.267205 0.267206
0.39777 0.267227 0.267228
0.397825 0.26725 0.267251
0.397881 0.267273 0.267273
0.397937 0.267295 0.267296
0.397993 0.267318 0.267319
0.398049 0.26734 0.267341
0.398104 0.267363 0.267364
0.39816 0.267385 0.267386
0.398216 0.267408 0.267409
0.398272 0.26743 0.267431
0.398327 0.267453 0.267454
0.398383 0.267476 0.267476
0.398439 0.267498 0.267499
0.398495 0.267521 0.267521
0.398551 0.267543 0.267544
0.398606 0.267566 0.267566
0.398662 0.267588 0.267589
0.398718 0.267611 0.267612
0.398774 0.267633 0.267634
0.39883 0.267656 0.267657
0.398885 0.267678 0.267679
0.398941 0.267701 0.267702
0.398997 0.267723 0.267724
0.399053 0.267746 0.267747
0.399109 0.267768 0.267769
0.399165 0.267791 0.267792
0.39922 0.267813 0.267814
0.399276 0.267836 0.267837
0.399332 0.267858 0.267859
0.399388 0.267881 0.267882
0.399444 0.267903 0.267904
0.3995 0.267926 0.267927
0.399555 0.267948 0.267949
0.399611 0.267971 0.267972
0.399667 0.267993 0.267994
0.399723 0.268016 0.268017
0.399779 0.268038 0.268039
0.399835 0.268061 0.268061
0.39989 0.268083 0.268084
0.399946 0.268106 0.268106
0.400002 0.268128 0.268129
0.400058 0.268151 0.268151
0.400114 0.268173 0.268174
0.40017 0.268195 0.268196
0.400226 0.268218 0.268219
0.400281 0.26824 0.268241
0.400337 0.268263 0.268264
0.400393 0.268285 0.268286
0.400449 0.268308 0.268309
0.400505 0.26833 0.268331
0.400561 0.268353 0.268353
0.400617 0.268375 0.268376
0.400673 0.268397 0.268398
0.400728 0.26842 0.268421
0.400784 0.268442 0.268443
0.40084 0.268465 0.268466
0.400896 0.268487 0.268488
0.400952 0.26851 0.26851
0.401008 0.268532 0.268533
0.401064 0.268554 0.268555
0.40112 0.268577 0.268578
0.401176 0.268599 0.2686
0.401232 0.268622 0.268623
0.401287 0.268644 0.268645
0.401343 0.268666 0.268667
0.401399 0.268689 0.26869
0.401455 0.268711 0.268712
0.401511 0.268734 0.268735
0.401567 0.268756 0.268757
0.401623 0.268778 0.268779
0.401679 0.268801 0.268802
0.401735 0.268823 0.268824
0.401791 0.268846 0.268846
0.401847 0.268868 0.268869
0.401902 0.26889 0.268891
0.401958 0.268913 0.268914
0.402014 0.268935 0.268936
0.40207 0.268958 0.268958
0.402126 0.26898 0.268981
0.402182 0.269002 0.269003
0.402238 0.269025 0.269025
0.402294 0.269047 0.269048
0.40235 0.269069 0.26907
0.402406 0.269092 0.269093
0.402462 0.269114 0.269115
0.402518 0.269136 0.269137
0.402574 0.269159 0.26916
0.40263 0.269181 0.269182
0.402686 0.269203 0.269204
0.402742 0.269226 0.269227
0.402798 0.269248 0.269249
0.402854 0.26927 0.269271
0.402909 0.269293 0.269294
0.402965 0.269315 0.269316
0.403021 0.269337 0.269338
0.403077 0.26936 0.269361
0.403133 0.269382 0.269383
0.403189 0.269404 0.269405
0.403245 0.269427 0.269428
0.403301 0.269449 0.26945
0.403357 0.269471 0.269472
0.403413 0.269494 0.269495
0.403469 0.269516 0.269517
0.403525 0.269538 0.269539
0.403581 0.269561 0.269561
0.403637 0.269583 0.269584
0.403693 0.269605 0.269606
0.403749 0.269628 0.269628
0.403805 0.26965 0.269651
0.403861 0.269672 0.269673
0.403917 0.269694 0.269695
0.403973 0.269717 0.269718
0.404029 0.269739 0.26974
0.404085 0.269761 0.269762
0.404141 0.269784 0.269784
0.404197 0.269806 0.269807
0.404253 0.269828 0.269829
0.404309 0.26985 0.269851
0.404365 0.269873 0.269873
0.404421 0.269895 0.269896
0.404477 0.269917 0.269918
0.404533 0.269939 0.26994
0.404589 0.269962 0.269963
0.404645 0.269984 0.269985
0.404701 0.270006 0.270007
0.404757 0.270028 0.270029
0.404813 0.270051 0.270052
0.40487 0.270073 0.270074
0.404926 0.270095 0.270096
0.404982 0.270117 0.270118
0.405038 0.27014 0.270141
0.405094 0.270162 0.270163
0.40515 0.270184 0.270185
0.405206 0.270206 0.270207
0.405262 0.270229 0.270229
0.405318 0.270251 0.270252
0.405374 0.270273 0.270274
0.40543 0.270295 0.270296
0.405486 0.270318 0.270318
0.405542 0.27034 0.270341
0.405598 0.270362 0.270363
0.405654 0.270384 0.270385
0.40571 0.270406 0.270407
0.405766 0.270429 0.270429
0.405822 0.270451 0.270452
0.405879 0.270473 0.270474
0.405935 0.270495 0.270496
0.405991 0.270517 0.270518
0.406047 0.27054 0.27054
0.406103 0.270562 0.270563
0.406159 0.270584 0.270585
0.406215 0.270606 0.270607
0.406271 0.270628 0.270629
0.406327 0.270651 0.270651
0.406383 0.270673 0.270674
0.406439 0.270695 0.270696
0.406495 0.270717 0.270718
0.406552 0.270739 0.27074
0.406608 0.270761 0.270762
0.406664 0.270784 0.270784
0.40672 0.270806 0.270807
0.406776 0.270828 0.270829
0.406832 0.27085 0.270851
0.406888 0.270872 0.270873
0.406944 0.270894 0.270895
0.407 0.270917 0.270917
0.407057 0.270939 0.27094
0.407113 0.270961 0.270962
0.407169 0.270983 0.270984
0.407225 0.271005 0.271006
0.407281 0.271027 0.271028
0.407337 0.271049 0.27105
0.407393 0.271072 0.271072
0.407449 0.271094 0.271094
0.407506 0.271116 0.271117
0.407562 0.271138 0.271139
0.407618 0.27116 0.271161
0.407674 0.271182 0.271183
0.40773 0.271204 0.271205
0.407786 0.271226 0.271227
0.407842 0.271249 0.271249
0.407899 0.271271 0.271271
0.407955 0.271293 0.271294
0.408011 0.271315 0.271316
0.408067 0.271337 0.271338
0.408123 0.271359 0.27136
0.408179 0.271381 0.271382
0.408236 0.271403 0.271404
0.408292 0.271425 0.271426
0.408348 0.271447 0.271448
0.408404 0.27147 0.27147
0.40846 0.271492 0.271492
0.408516 0.271514 0.271515
0.408573 0.271536 0.271537
0.408629 0.271558 0.271559
0.408685 0.27158 0.271581
0.408741 0.271602 0.271603
0.408797 0.271624 0.271625
0.408854 0.271646 0.271647
0.40891 0.271668 0.271669
0.408966 0.27169 0.271691
0.409022 0.271712 0.271713
0.409078 0.271734 0.271735
0.409134 0.271756 0.271757
0.409191 0.271779 0.271779
0.409247 0.271801 0.271801
0.409303 0.271823 0.271823
0.409359 0.271845 0.271846
0.409416 0.271867 0.271868
0.409472 0.271889 0.27189
0.409528 0.271911 0.271912
0.409584 0.271933 0.271934
0.40964 0.271955 0.271956
0.409697 0.271977 0.271978
0.409753 0.271999 0.272
0.409809 0.272021 0.272022
0.409865 0.272043 0.272044
0.409921 0.272065 0.272066
0.409978 0.272087 0.272088
0.410034 0.272109 0.27211
0.41009 0.272131 0.272132
0.410146 0.272153 0.272154
0.410203 0.272175 0.272176
0.410259 0.272197 0.272198
0.410315 0.272219 0.27222
0.410371 0.272241 0.272242
0.410428 0.272263 0.272264
0.410484 0.272285 0.272286
0.41054 0.272307 0.272308
0.410596 0.272329 0.27233
0.410653 0.272351 0.272352
0.410709 0.272373 0.272374
0.410765 0.272395 0.272396
0.410821 0.272417 0.272418
0.410878 0.272439 0.27244
0.410934 0.272461 0.272462
0.41099 0.272483 0.272484
0.411046 0.272505 0.272506
0.411103 0.272527 0.272528
0.411159 0.272549 0.27255
0.411215 0.272571 0.272572
0.411272 0.272593 0.272594
0.411328 0.272615 0.272616
0.411384 0.272637 0.272638
0.41144 0.272659 0.27266
0.411497 0.272681 0.272681
0.411553 0.272703 0.272703
0.411609 0.272725 0.272725
0.411666 0.272746 0.272747
0.411722 0.272768 0.272769
0.411778 0.27279 0.272791
0.411835 0.272812 0.272813
0.411891 0.272834 0.272835
0.411947 0.272856 0.272857
0.412003 0.272878 0.272879
0.41206 0.2729 0.272901
0.412116 0.272922 0.272923
0.412172 0.272944 0.272945
0.412229 0.272966 0.272967
0.412285 0.272988 0.272989
0.412341 0.27301 0.27301
0.412398 0.273032 0.273032
0.412454 0.273053 0.273054
0.41251 0.273075 0.273076
0.412567 0.273097 0.273098
0.412623 0.273119 0.27312
0.412679 0.273141 0.273142
0.412736 0.273163 0.273164
0.412792 0.273185 0.273186
0.412848 0.273207 0.273208
0.412905 0.273229 0.273229
0.412961 0.273251 0.273251
0.413017 0.273272 0.273273
0.413074 0.273294 0.273295
0.41313 0.273316 0.273317
0.413186 0.273338 0.273339
0.413243 0.27336 0.273361
0.413299 0.273382 0.273383
0.413355 0.273404 0.273405
0.413412 0.273426 0.273426
0.413468 0.273447 0.273448
0.413525 0.273469 0.27347
0.413581 0.273491 0.273492
0.413637 0.273513 0.273514
0.413694 0.273535 0.273536
0.41375 0.273557 0.273558
0.413806 0.273579 0.273579
0.413863 0.2736 0.273601
0.413919 0.273622 0.273623
0.413976 0.273644 0.273645
0.414032 0.273666 0.273667
0.414088 0.273688 0.273689
0.414145 0.27371 0.27371
0.414201 0.273731 0.273732
0.414257 0.273753 0.273754
0.414314 0.273775 0.273776
0.41437 0.273797 0.273798
0.414427 0.273819 0.27382
0.414483 0.273841 0.273841
0.414539 0.273862 0.273863
0.414596 0.273884 0.273885
0.414652 0.273906 0.273907
0.414709 0.273928 0.273929
0.414765 0.27395 0.27395
0.414822 0.273971 0.273972
0.414878 0.273993 0.273994
0.414934 0.274015 0.274016
0.414991 0.274037 0.274038
0.415047 0.274059 0.274059
0.415104 0.27408 0.274081
0.41516 0.274102 0.274103
0.415217 0.274124 0.274125
0.415273 0.274146 0.274147
0.415329 0.274168 0.274168
0.415386 0.274189 0.27419
0.415442 0.274211 0.274212
0.415499 0.274233 0.274234
0.415555 0.274255 0.274256
0.415612 0.274276 0.274277
0.415668 0.274298 0.274299
0.415724 0.27432 0.274321
0.415781 0.274342 0.274343
0.415837 0.274363 0.274364
0.415894 0.274385 0.274386
0.41595 0.274407 0.274408
0.416007 0.274429 0.27443
0.416063 0.27445 0.274451
0.41612 0.274472 0.274473
0.416176 0.274494 0.274495
0.416233 0.274516 0.274517
0.416289 0.274537 0.274538
0.416346 0.274559 0.27456
0.416402 0.274581 0.274582
0.416459 0.274603 0.274604
0.416515 0.274624 0.274625
0.416572 0.274646 0.274647
0.416628 0.274668 0.274669
0.416684 0.27469 0.27469
0.416741 0.274711 0.274712
0.416797 0.274733 0.274734
0.416854 0.274755 0.274756
0.41691 0.274776 0.274777
0.416967 0.274798 0.274799
0.417023 0.27482 0.274821
0.41708 0.274842 0.274842
0.417136 0.274863 0.274864
0.417193 0.274885 0.274886
0.417249 0.274907 0.274908
0.417306 0.274928 0.274929
0.417363 0.27495 0.274951
0.417419 0.274972 0.274973
0.417476 0.274993 0.274994
0.417532 0.275015 0.275016
0.417589 0.275037 0.275038
0.417645 0.275058 0.275059
0.417702 0.27508 0.275081
0.417758 0.275102 0.275103
0.417815 0.275124 0.275124
0.417871 0.275145 0.275146
0.417928 0.275167 0.275168
0.417984 0.275189 0.275189
0.418041 0.27521 0.275211
0.418097 0.275232 0.275233
0.418154 0.275254 0.275254
0.41821 0.275275 0.275276
0.418267 0.275297 0.275298
0.418324 0.275318 0.275319
0.41838 0.27534 0.275341
0.418437 0.275362 0.275363
0.418493 0.275383 0.275384
0.41855 0.275405 0.275406
0.418606 0.275427 0.275428
0.418663 0.275448 0.275449
0.418719 0.27547 0.275471
0.418776 0.275492 0.275492
0.418833 0.275513 0.275514
0.418889 0.275535 0.275536
0.418946 0.275556 0.275557
0.419002 0.275578 0.275579
0.419059 0.2756 0.275601
0.419116 0.275621 0.275622
0.419172 0.275643 0.275644
0.419229 0.275665 0.275665
0.419285 0.275686 0.275687
0.419342 0.275708 0.275709
0.419398 0.275729 0.27573
0.419455 0.275751 0.275752
0.419512 0.275773 0.275773
0.419568 0.275794 0.275795
0.419625 0.275816 0.275817
0.419681 0.275837 0.275838
0.419738 0.275859 0.27586
0.419795 0.275881 0.275881
0.419851 0.275902 0.275903
0.419908 0.275924 0.275925
0.419965 0.275945 0.275946
0.420021 0.275967 0.275968
0.420078 0.275988 0.275989
0.420134 0.27601 0.276011
0.420191 0.276032 0.276032
0.420248 0.276053 0.276054
0.420304 0.276075 0.276076
0.420361 0.276096 0.276097
0.420418 0.276118 0.276119
0.420474 0.276139 0.27614
0.420531 0.276161 0.276162
0.420587 0.276182 0.276183
0.420644 0.276204 0.276205
0.420701 0.276226 0.276226
0.420757 0.276247 0.276248
0.420814 0.276269 0.27627
0.420871 0.27629 0.276291
0.420927 0.276312 0.276313
0.420984 0.276333 0.276334
0.421041 0.276355 0.276356
0.421097 0.276376 0.276377
0.421154 0.276398 0.276399
0.421211 0.276419 0.27642
0.421267 0.276441 0.276442
0.421324 0.276462 0.276463
0.421381 0.276484 0.276485
0.421437 0.276505 0.276506
0.421494 0.276527 0.276528
0.421551 0.276548 0.276549
0.421607 0.27657 0.276571
0.421664 0.276591 0.276592
0.421721 0.276613 0.276614
0.421777 0.276634 0.276635
0.421834 0.276656 0.276657
0.421891 0.276677 0.276678
0.421947 0.276699 0.2767
0.422004 0.27672 0.276721
0.422061 0.276742 0.276743
0.422118 0.276763 0.276764
0.422174 0.276785 0.276786
0.422231 0.276806 0.276807
0.422288 0.276828 0.276829
0.422344 0.276849 0.27685
0.422401 0.276871 0.276872
0.422458 0.276892 0.276893
0.422515 0.276914 0.276915
0.422571 0.276935 0.276936
0.422628 0.276957 0.276958
0.422685 0.276978 0.276979
0.422741 0.277 0.277
0.422798 0.277021 0.277022
0.422855 0.277042 0.277043
0.422912 0.277064 0.277065
0.422968 0.277085 0.277086
0.423025 0.277107 0.277108
0.423082 0.277128 0.277129
0.423139 0.27715 0.277151
0.423195 0.277171 0.277172
0.423252 0.277193 0.277193
0.423309 0.277214 0.277215
0.423365 0.277235 0.277236
0.423422 0.277257 0.277258
0.423479 0.277278 0.277279
0.423536 0.2773 0.277301
0.423593 0.277321 0.277322
0.423649 0.277343 0.277343
0.423706 0.277364 0.277365
0.423763 0.277385 0.277386
0.42382 0.277407 0.277408
0.423876 0.277428 0.277429
0.423933 0.27745 0.277451
0.42399 0.277471 0.277472
0.424047 0.277492 0.277493
0.424103 0.277514 0.277515
0.42416 0.277535 0.277536
0.424217 0.277557 0.277557
0.424274 0.277578 0.277579
0.424331 0.277599 0.2776
0.424387 0.277621 0.277622
0.424444 0.277642 0.277643
0.424501 0.277664 0.277664
0.424558 0.277685 0.277686
0.424615 0.277706 0.277707
0.424671 0.277728 0.277729
0.424728 0.277749 0.27775
0.424785 0.27777 0.277771
0.424842 0.277792 0.277793
0.424899 0.277813 0.277814
0.424955 0.277834 0.277835
0.425012 0.277856 0.277857
0.425069 0.277877 0.277878
0.425126 0.277899 0.277899
0.425183 0.27792 0.277921
0.425239 0.277941 0.277942
0.425296 0.277963 0.277963
0.425353 0.277984 0.277985
0.42541 0.278005 0.278006
0.425467 0.278027 0.278028
0.425524 0.278048 0.278049
0.42558 0.278069 0.27807
0.425637 0.278091 0.278092
0.425694 0.278112 0.278113
0.425751 0.278133 0.278134
0.425808 0.278155 0.278155
0.425865 0.278176 0.278177
0.425921 0.278197 0.278198
0.425978 0.278219 0.278219
0.426035 0.27824 0.278241
0.426092 0.278261 0.278262
0.426149 0.278282 0.278283
0.426206 0.278304 0.278305
0.426263 0.278325 0.278326
0.42632 0.278346 0.278347
0.426376 0.278368 0.278369
0.426433 0.278389 0.27839
0.42649 0.27841 0.278411
0.426547 0.278432 0.278432
0.426604 0.278453 0.278454
0.426661 0.278474 0.278475
0.426718 0.278495 0.278496
0.426775 0.278517 0.278518
0.426831 0.278538 0.278539
0.426888 0.278559 0.27856
0.426945 0.278581 0.278581
0.427002 0.278602 0.278603
0.427059 0.278623 0.278624
0.427116 0.278644 0.278645
0.427173 0.278666 0.278667
0.42723 0.278687 0.278688
0.427287 0.278708 0.278709
0.427343 0.278729 0.27873
0.4274 0.278751 0.278752
0.427457 0.278772 0.278773
0.427514 0.278793 0.278794
0.427571 0.278814 0.278815
0.427628 0.278836 0.278837
0.427685 0.278857 0.278858
0.427742 0.278878 0.278879
0.427799 0.278899 0.2789
0.427856 0.278921 0.278921
0.427913 0.278942 0.278943
0.42797 0.278963 0.278964
0.428027 0.278984 0.278985
0.428083 0.279005 0.279006
0.42814 0.279027 0.279028
0.428197 0.279048 0.279049
0.428254 0.279069 0.27907
0.428311 0.27909 0.279091
0.428368 0.279112 0.279112
0.428425 0.279133 0.279134
0.428482 0.279154 0.279155
0.428539 0.279175 0.279176
0.428596 0.279196 0.279197
0.428653 0.279218 0.279218
0.42871 0.279239 0.27924
0.428767 0.27926 0.279261
0.428824 0.279281 0.279282
0.428881 0.279302 0.279303
0.428938 0.279324 0.279324
0.428995 0.279345 0.279346
0.429052 0.279366 0.279367
0.429109 0.279387 0.279388
0.429166 0.279408 0.279409
0.429223 0.279429 0.27943
0.42928 0.279451 0.279452
0.429337 0.279472 0.279473
0.429394 0.279493 0.279494
0.429451 0.279514 0.279515
0.429508 0.279535 0.279536
0.429565 0.279556 0.279557
0.429622 0.279578 0.279579
0.429679 0.279599 0.2796
0.429736 0.27962 0.279621
0.429793 0.279641 0.279642
0.42985 0.279662 0.279663
0.429907 0.279683 0.279684
0.429964 0.279704 0.279705
0.430021 0.279726 0.279727
0.430078 0.279747 0.279748
0.430135 0.279768 0.279769
0.430192 0.279789 0.27979
0.430249 0.27981 0.279811
0.430306 0.279831 0.279832
0.430363 0.279852 0.279853
0.43042 0.279874 0.279874
0.430477 0.279895 0.279896
0.430534 0.279916 0.279917
0.430591 0.279937 0.279938
0.430648 0.279958 0.279959
0.430705 0.279979 0.27998
0.430762 0.28 0.280001
0.430819 0.280021 0.280022
0.430876 0.280042 0.280043
0.430933 0.280064 0.280064
0.43099 0.280085 0.280086
0.431047 0.280106 0.280107
0.431104 0.280127 0.280128
0.431161 0.280148 0.280149
0.431218 0.280169 0.28017
0.431275 0.28019 0.280191
0.431332 0.280211 0.280212
0.43139 0.280232 0.280233
0.431447 0.280253 0.280254
0.431504 0.280274 0.280275
0.431561 0.280295 0.280296
0.431618 0.280317 0.280317
0.431675 0.280338 0.280339
0.431732 0.280359 0.28036
0.431789 0.28038 0.280381
0.431846 0.280401 0.280402
0.431903 0.280422 0.280423
0.43196 0.280443 0.280444
0.432017 0.280464 0.280465
0.432075 0.280485 0.280486
0.432132 0.280506 0.280507
0.432189 0.280527 0.280528
0.432246 0.280548 0.280549
0.432303 0.280569 0.28057
0.43236 0.28059 0.280591
0.432417 0.280611 0.280612
0.432474 0.280632 0.280633
0.432531 0.280653 0.280654
0.432589 0.280674 0.280675
0.432646 0.280695 0.280696
0.432703 0.280716 0.280717
0.43276 0.280737 0.280738
0.432817 0.280758 0.280759
0.432874 0.280779 0.28078
0.432931 0.2808 0.280801
0.432988 0.280821 0.280822
0.433046 0.280842 0.280843
0.433103 0.280863 0.280864
0.43316 0.280885 0.280885
0.433217 0.280906 0.280906
0.433274 0.280927 0.280927
0.433331 0.280948 0.280948
0.433388 0.280968 0.280969
0.433446 0.280989 0.28099
0.433503 0.28101 0.281011
0.43356 0.281031 0.281032
0.433617 0.281052 0.281053
0.433674 0.281073 0.281074
0.433731 0.281094 0.281095
0.433788 0.281115 0.281116
0.433846 0.281136 0.281137
0.433903 0.281157 0.281158
0.43396 0.281178 0.281179
0.434017 0.281199 0.2812
0.434074 0.28122 0.281221
0.434131 0.281241 0.281242
0.434189 0.281262 0.281263
0.434246 0.281283 0.281284
0.434303 0.281304 0.281305
0.43436 0.281325 0.281326
0.434417 0.281346 0.281347
0.434475 0.281367 0.281368
0.434532 0.281388 0.281389
0.434589 0.281409 0.28141
0.434646 0.28143 0.281431
0.434703 0.281451 0.281452
0.434761 0.281472 0.281473
0.434818 0.281493 0.281493
0.434875 0.281513 0.281514
0.434932 0.281534 0.281535
0.434989 0.281555 0.281556
0.435047 0.281576 0.281577
0.435104 0.281597 0.281598
0.435161 0.281618 0.281619
0.435218 0.281639 0.28164
0.435276 0.28166 0.281661
0.435333 0.281681 0.281682
0.43539 0.281702 0.281703
0.435447 0.281723 0.281724
0.435504 0.281744 0.281744
0.435562 0.281764 0.281765
0.435619 0.281785 0.281786
0.435676 0.281806 0.281807
0.435733 0.281827 0.281828
0.435791 0.281848 0.281849
0.435848 0.281869 0.28187
0.435905 0.28189 0.281891
0.435962 0.281911 0.281912
0.43602 0.281932 0.281932
0.436077 0.281952 0.281953
0.436134 0.281973 0.281974
0.436191 0.281994 0.281995
0.436249 0.282015 0.282016
0.436306 0.282036 0.282037
0.436363 0.282057 0.282058
0.43642 0.282078 0.282079
0.436478 0.282099 0.282099
0.436535 0.282119 0.28212
0.436592 0.28214 0.282141
0.43665 0.282161 0.282162
0.436707 0.282182 0.282183
0.436764 0.282203 0.282204
0.436821 0.282224 0.282225
0.436879 0.282244 0.282245
0.436936 0.282265 0.282266
0.436993 0.282286 0.282287
0.437051 0.282307 0.282308
0.437108 0.282328 0.282329
0.437165 0.282349 0.28235
0.437223 0.282369 0.28237
0.43728 0.28239 0.282391
0.437337 0.282411 0.282412
0.437394 0.282432 0.282433
0.437452 0.282453 0.282454
0.437509 0.282474 0.282475
0.437566 0.282494 0.282495
0.437624 0.282515 0.282516
0.437681 0.282536 0.282537
0.437738 0.282557 0.282558
0.437796 0.282578 0.282579
0.437853 0.282598 0.282599
0.43791 0.282619 0.28262
0.437968 0.28264 0.282641
0.438025 0.282661 0.282662
0.438082 0.282682 0.282683
0.43814 0.282702 0.282703
0.438197 0.282723 0.282724
0.438254 0.282744 0.282745
0.438312 0.282765 0.282766
0.438369 0.282786 0.282786
0.438426 0.282806 0.282807
0.438484 0.282827 0.282828
0.438541 0.282848 0.282849
0.438598 0.282869 0.28287
0.438656 0.282889 0.28289
0.438713 0.28291 0.282911
0.438771 0.282931 0.282932
0.438828 0.282952 0.282953
0.438885 0.282972 0.282973
0.438943 0.282993 0.282994
0.439 0.283014 0.283015
0.439057 0.283035 0.283036
0.439115 0.283055 0.283056
0.439172 0.283076 0.283077
0.43923 0.283097 0.283098
0.439287 0.283118 0.283119
0.439344 0.283138 0.283139
0.439402 0.283159 0.28316
0.439459 0.28318 0.283181
0.439517 0.283201 0.283202
